área (m²),quartos,vagas de garagem,tipo de imóvel,custo (R$/m²),valor da região
100.0,1,1,Casa,26.86,Barata
29.0,1,0,Studio e kitnet,98.31,Barata
42.0,1,0,Studio e kitnet,79.64,Média
70.0,3,0,Apartamento,49.63,Barata
50.0,1,0,Casa,24.8,Muito barata
60.0,2,2,Apartamento,85.65,Cara
36.0,1,0,Apartamento,50.69,Média
38.0,1,0,Apartamento,62.87,Média
55.0,2,0,Apartamento,35.6,Barata
70.0,1,1,Apartamento,38.5,Cara
40.0,2,1,Apartamento,40.55,Barata
46.0,1,1,Apartamento,95.87,Cara
58.0,1,2,Apartamento,65.55,Média
40.0,2,1,Apartamento,50.7,Barata
50.0,2,1,Apartamento,33.92,Barata
48.0,2,1,Apartamento,54.27,Média
65.0,3,2,Apartamento,40.89,Barata
80.0,2,0,Casa,24.88,Barata
53.0,1,0,Apartamento,46.77,Média
60.0,2,1,Apartamento,38.4,Barata
70.0,3,0,Casa em condomínio,18.17,Muito barata
97.0,2,1,Casa,26.79,Barata
50.0,2,1,Apartamento,79.54,Barata
54.0,2,1,Apartamento,50.74,Barata
16.0,1,0,Studio e kitnet,115.62,Média
90.0,2,1,Casa,28.73,Barata
35.0,1,1,Apartamento,74.2,Média
18.0,1,0,Studio e kitnet,156.28,Cara
60.0,1,0,Casa,23.38,Barata
44.0,1,0,Apartamento,58.16,Barata
50.0,2,1,Apartamento,35.4,Barata
36.0,1,0,Apartamento,77.42,Barata
67.0,2,2,Apartamento,49.97,Barata
55.0,2,1,Apartamento,66.24,Barata
80.0,3,1,Casa,39.7,Média
45.0,2,1,Apartamento,60.38,Média
46.0,2,0,Apartamento,78.17,Média
50.0,1,1,Casa,23.58,Muito barata
50.0,2,2,Apartamento,62.96,Barata
36.0,1,1,Apartamento,93.11,Média
22.0,1,0,Studio e kitnet,54.77,Barata
50.0,1,1,Apartamento,61.16,Barata
50.0,1,1,Apartamento,70.86,Média
41.0,1,0,Apartamento,46.1,Barata
75.0,2,0,Apartamento,50.81,Cara
100.0,2,0,Casa,16.68,Muito barata
80.0,2,1,Casa,24.1,Muito barata
63.0,3,2,Apartamento,44.87,Barata
70.0,2,1,Casa,59.36,Barata
72.0,3,1,Apartamento,32.11,Média
70.0,1,0,Apartamento,32.47,Barata
70.0,1,2,Apartamento,90.04,Cara
72.0,2,2,Apartamento,48.25,Barata
42.0,1,2,Apartamento,83.45,Barata
48.0,2,1,Apartamento,72.12,Barata
42.0,2,0,Apartamento,53.55,Barata
49.0,2,1,Apartamento,34.18,Média
30.0,1,1,Studio e kitnet,57.47,Barata
45.0,1,1,Apartamento,42.16,Barata
45.0,2,0,Apartamento,58.71,Média
35.0,1,0,Apartamento,56.17,Barata
43.0,2,1,Apartamento,68.28,Média
39.0,2,0,Apartamento,57.1,Barata
64.0,2,2,Apartamento,94.77,Barata
50.0,2,0,Apartamento,44.92,Barata
48.0,1,1,Apartamento,56.31,Média
38.0,2,1,Apartamento,49.82,Barata
25.0,1,0,Studio e kitnet,97.64,Média
63.0,2,1,Apartamento,49.67,Barata
100.0,3,1,Casa,25.84,Barata
80.0,2,1,Casa,23.72,Muito barata
44.0,2,1,Apartamento,52.66,Barata
40.0,1,0,Casa,27.4,Barata
49.0,2,1,Apartamento,50.08,Média
59.0,2,1,Apartamento,60.27,Barata
45.0,1,1,Apartamento,67.76,Média
22.0,1,0,Studio e kitnet,66.09,Barata
39.0,2,0,Apartamento,53.56,Barata
63.0,3,1,Apartamento,55.98,Barata
70.0,2,1,Apartamento,51.66,Muito barata
28.0,1,1,Studio e kitnet,72.11,Média
48.0,1,0,Apartamento,118.6,Média
80.0,3,0,Casa,13.02,Muito barata
42.0,1,0,Apartamento,60.62,Barata
42.0,1,1,Apartamento,78.5,Barata
25.0,1,0,Studio e kitnet,91.44,Média
49.0,2,1,Apartamento,74.45,Média
30.0,1,0,Studio e kitnet,56.93,Média
76.0,2,1,Apartamento,31.61,Muito barata
24.0,1,0,Studio e kitnet,75.5,Barata
47.0,2,1,Apartamento,120.06,Barata
37.0,1,0,Studio e kitnet,75.51,Média
55.0,2,1,Apartamento,55.51,Barata
45.0,1,1,Apartamento,42.64,Muito barata
53.0,2,2,Apartamento,57.19,Barata
40.0,1,0,Casa,29.7,Muito barata
30.0,1,0,Studio e kitnet,58.67,Média
50.0,2,1,Apartamento,61.26,Barata
41.0,1,1,Apartamento,64.24,Média
37.0,2,0,Apartamento,102.3,Barata
28.0,1,0,Studio e kitnet,108.89,Cara
55.0,2,1,Apartamento,87.64,Média
42.0,2,1,Apartamento,50.86,Barata
59.0,2,1,Apartamento,61.12,Barata
50.0,1,0,Casa,27.72,Muito barata
42.0,1,1,Apartamento,60.83,Barata
35.0,1,0,Casa,35.26,Barata
51.0,2,1,Apartamento,59.47,Barata
69.0,2,1,Apartamento,87.68,Barata
37.0,1,1,Apartamento,103.65,Média
23.0,1,0,Studio e kitnet,114.61,Média
25.0,1,0,Studio e kitnet,134.6,Média
56.0,2,1,Apartamento,42.16,Muito barata
55.0,1,1,Apartamento,129.76,Cara
49.0,2,1,Apartamento,58.98,Média
49.0,1,1,Apartamento,129.53,Cara
47.0,2,1,Apartamento,60.87,Barata
80.0,3,1,Apartamento,75.35,Barata
47.0,2,1,Apartamento,64.85,Média
60.0,2,1,Apartamento,72.43,Cara
40.0,1,0,Apartamento,79.9,Barata
75.0,3,1,Apartamento,50.63,Barata
73.0,2,1,Apartamento,66.92,Cara
42.0,2,1,Apartamento,64.29,Barata
24.0,1,0,Studio e kitnet,129.21,Cara
28.0,1,0,Studio e kitnet,122.54,Média
80.0,3,2,Apartamento,60.18,Barata
52.0,1,1,Apartamento,79.5,Média
70.0,2,1,Apartamento,46.77,Barata
67.0,2,2,Apartamento,70.45,Média
80.0,2,2,Casa,45.6,Barata
70.0,3,1,Apartamento,40.94,Barata
45.0,1,0,Apartamento,80.18,Cara
44.0,1,1,Apartamento,63.84,Média
50.0,2,0,Apartamento,29.86,Barata
68.0,2,2,Apartamento,123.07,Cara
43.0,1,1,Apartamento,89.47,Cara
84.0,3,2,Casa,33.5,Muito barata
75.0,1,1,Casa,14.83,Barata
75.0,1,0,Casa,17.21,Muito barata
45.0,1,0,Studio e kitnet,31.42,Barata
55.0,2,1,Apartamento,34.38,Barata
80.0,2,0,Casa,31.28,Média
30.0,1,0,Studio e kitnet,46.47,Média
55.0,1,1,Casa,25.58,Barata
60.0,3,0,Casa,29.2,Muito barata
40.0,1,0,Apartamento,42.42,Média
80.0,2,1,Casa em condomínio,28.54,Barata
45.0,1,0,Studio e kitnet,26.44,Barata
44.0,2,0,Apartamento,31.91,Muito barata
37.0,1,0,Apartamento,62.81,Barata
80.0,3,0,Apartamento,23.28,Barata
44.0,1,0,Apartamento,31.61,Média
55.0,1,0,Apartamento,36.33,Média
60.0,2,0,Apartamento,32.5,Muito barata
60.0,1,0,Apartamento,25.5,Barata
90.0,2,1,Casa,16.67,Muito barata
48.0,2,1,Apartamento,31.44,Muito barata
44.0,1,1,Apartamento,42.34,Barata
40.0,2,0,Apartamento,42.7,Barata
57.0,1,1,Apartamento,78.86,Média
70.0,2,1,Apartamento,98.74,Barata
70.0,1,0,Casa,18.61,Barata
45.0,2,1,Apartamento,33.93,Muito barata
40.0,1,0,Studio e kitnet,40.3,Barata
75.0,2,0,Casa,42.99,Média
100.0,3,0,Casa,21.89,Barata
40.0,1,0,Apartamento,48.95,Barata
68.0,2,1,Apartamento,45.6,Barata
47.0,2,1,Apartamento,34.6,Muito barata
70.0,1,0,Apartamento,23.09,Média
39.0,2,1,Apartamento,39.08,Barata
60.0,2,0,Casa,33.42,Barata
85.0,1,1,Casa,20.35,Muito barata
36.0,2,0,Apartamento,51.61,Barata
60.0,2,0,Casa em condomínio,26.82,Barata
46.0,2,1,Apartamento,35.61,Barata
60.0,2,0,Apartamento,27.0,Muito barata
43.0,1,0,Apartamento,32.02,Muito barata
45.0,1,0,Casa,29.67,Muito barata
75.0,2,2,Casa,39.12,Barata
49.0,2,0,Apartamento,41.9,Barata
50.0,1,0,Apartamento,29.48,Barata
60.0,3,1,Apartamento,55.93,Barata
50.0,2,1,Apartamento,60.26,Média
47.0,2,0,Apartamento,43.68,Barata
70.0,1,0,Apartamento,14.83,Muito barata
82.0,2,1,Casa,44.88,Barata
75.0,2,1,Casa,43.23,Barata
64.0,1,1,Casa,26.06,Muito barata
50.0,2,0,Apartamento,37.56,Barata
65.0,1,0,Casa,28.86,Barata
63.0,2,1,Apartamento,36.63,Barata
52.0,2,1,Apartamento,36.13,Barata
37.0,1,0,Casa,41.92,Média
55.0,1,1,Apartamento,78.35,Cara
62.0,2,1,Apartamento,48.05,Barata
60.0,1,1,Casa,41.87,Barata
38.0,1,1,Studio e kitnet,60.79,Barata
60.0,1,0,Casa,17.87,Muito barata
55.0,2,1,Apartamento,66.71,Média
70.0,2,1,Casa,56.59,Cara
89.0,2,2,Casa em condomínio,27.64,Muito barata
38.0,1,0,Studio e kitnet,42.68,Média
69.0,2,1,Casa em condomínio,33.23,Muito barata
48.0,1,1,Apartamento,83.81,Média
60.0,1,0,Casa,30.27,Muito barata
70.0,2,0,Apartamento,25.23,Muito barata
67.0,2,1,Apartamento,59.24,Barata
57.0,1,1,Apartamento,28.02,Muito barata
38.0,1,0,Apartamento,46.24,Barata
58.0,2,1,Apartamento,82.07,Barata
55.0,2,1,Apartamento,29.27,Muito barata
100.0,3,1,Casa,27.1,Barata
41.0,1,0,Studio e kitnet,46.93,Média
48.0,2,1,Apartamento,42.96,Barata
70.0,2,0,Casa,32.23,Cara
42.0,1,1,Apartamento,72.6,Barata
60.0,2,0,Casa,24.53,Muito barata
70.0,2,1,Apartamento,27.27,Barata
75.0,2,1,Apartamento,43.11,Barata
73.0,3,1,Apartamento,49.99,Barata
48.0,1,1,Apartamento,53.58,Barata
43.0,1,0,Apartamento,31.63,Muito barata
60.0,1,0,Casa,17.37,Muito barata
45.0,1,1,Apartamento,70.96,Média
45.0,2,0,Apartamento,33.89,Barata
62.0,3,1,Apartamento,36.87,Barata
45.0,1,0,Apartamento,39.76,Média
55.0,1,0,Apartamento,99.4,Cara
40.0,1,0,Apartamento,41.15,Barata
60.0,2,0,Apartamento,32.47,Barata
72.0,2,1,Apartamento,48.78,Barata
44.0,2,0,Apartamento,38.23,Barata
55.0,1,0,Apartamento,41.07,Cara
78.0,3,1,Apartamento,27.68,Barata
100.0,2,1,Casa,21.39,Muito barata
38.0,2,0,Apartamento,42.58,Barata
48.0,2,1,Apartamento,42.92,Barata
35.0,1,0,Apartamento,50.17,Barata
55.0,2,1,Apartamento,37.75,Barata
72.0,3,0,Apartamento,39.6,Barata
70.0,1,0,Casa,21.79,Muito barata
38.0,2,1,Apartamento,51.61,Barata
48.0,1,0,Casa,27.54,Muito barata
57.0,2,1,Apartamento,53.79,Barata
41.0,1,1,Apartamento,104.34,Média
58.0,2,2,Apartamento,46.29,Barata
42.0,2,0,Apartamento,40.88,Média
49.0,2,0,Apartamento,50.88,Barata
50.0,2,0,Apartamento,109.22,Média
42.0,1,0,Apartamento,55.36,Barata
36.0,1,0,Apartamento,45.5,Barata
45.0,1,1,Casa,39.22,Barata
50.0,2,1,Apartamento,30.38,Barata
50.0,2,0,Casa em condomínio,23.94,Muito barata
59.0,2,0,Apartamento,65.27,Média
41.0,1,1,Apartamento,53.95,Barata
68.0,2,1,Apartamento,96.53,Média
42.0,1,0,Apartamento,58.71,Média
51.0,2,2,Apartamento,95.29,Média
51.0,2,1,Apartamento,42.65,Barata
79.0,3,1,Apartamento,85.1,Média
75.0,2,0,Apartamento,53.8,Média
52.0,2,1,Apartamento,65.5,Barata
76.0,3,1,Apartamento,65.57,Média
62.0,2,1,Apartamento,95.02,Média
40.0,2,0,Apartamento,42.25,Média
30.0,1,0,Casa,45.17,Média
35.0,1,0,Apartamento,63.86,Média
42.0,1,0,Casa,26.14,Muito barata
42.0,1,1,Apartamento,97.64,Média
55.0,1,1,Apartamento,37.27,Média
56.0,2,1,Apartamento,41.45,Muito barata
45.0,1,0,Studio e kitnet,62.62,Média
25.0,1,0,Studio e kitnet,101.04,Média
63.0,2,1,Apartamento,89.0,Barata
56.0,1,0,Apartamento,40.88,Barata
50.0,2,1,Apartamento,48.2,Barata
39.0,2,0,Apartamento,109.82,Média
67.0,3,2,Apartamento,81.18,Média
45.0,1,0,Casa,28.56,Muito barata
56.0,2,1,Apartamento,45.57,Barata
62.0,2,1,Apartamento,31.16,Barata
45.0,2,1,Apartamento,53.22,Barata
54.0,2,1,Apartamento,49.94,Média
45.0,1,1,Apartamento,71.02,Média
36.0,1,0,Apartamento,54.44,Barata
54.0,2,1,Apartamento,55.83,Barata
42.0,1,1,Apartamento,58.95,Média
75.0,2,2,Apartamento,44.45,Barata
54.0,1,1,Apartamento,103.2,Cara
62.0,2,2,Apartamento,81.85,Média
39.0,2,0,Apartamento,68.23,Barata
45.0,1,1,Apartamento,67.04,Cara
38.0,1,0,Apartamento,62.18,Barata
54.0,2,1,Apartamento,51.04,Barata
73.0,2,1,Apartamento,68.37,Cara
56.0,2,1,Apartamento,49.93,Barata
38.0,2,0,Apartamento,85.24,Cara
100.0,4,1,Casa,20.64,Muito barata
55.0,2,1,Apartamento,32.93,Barata
32.0,1,1,Studio e kitnet,53.56,Barata
54.0,2,1,Apartamento,29.39,Barata
57.0,2,1,Apartamento,89.7,Média
25.0,1,0,Studio e kitnet,97.0,Média
40.0,2,1,Apartamento,70.58,Barata
59.0,2,1,Apartamento,99.24,Média
48.0,1,1,Apartamento,55.38,Média
38.0,2,1,Apartamento,69.24,Barata
45.0,1,0,Casa,27.27,Muito barata
54.0,2,1,Apartamento,35.44,Barata
50.0,2,1,Apartamento,35.76,Muito barata
39.0,2,0,Apartamento,51.85,Barata
35.0,2,0,Apartamento,85.29,Barata
37.0,1,0,Studio e kitnet,56.57,Barata
50.0,1,1,Apartamento,111.44,Cara
42.0,2,1,Apartamento,41.69,Barata
41.0,1,0,Apartamento,48.68,Média
30.0,1,0,Studio e kitnet,38.07,Muito barata
59.0,2,1,Apartamento,79.9,Barata
23.0,1,0,Studio e kitnet,98.91,Média
78.0,2,1,Apartamento,30.82,Barata
68.0,3,1,Apartamento,51.81,Muito barata
45.0,2,0,Apartamento,51.71,Barata
72.0,2,1,Apartamento,77.15,Cara
75.0,2,2,Casa em condomínio,35.33,Muito barata
40.0,1,1,Apartamento,91.6,Cara
25.0,1,0,Studio e kitnet,111.84,Cara
69.0,2,1,Apartamento,68.64,Barata
55.0,1,1,Apartamento,51.47,Barata
42.0,1,0,Studio e kitnet,38.21,Barata
29.0,1,0,Studio e kitnet,63.66,Barata
56.0,2,1,Apartamento,44.09,Barata
35.0,1,0,Studio e kitnet,34.74,Média
47.0,2,1,Apartamento,90.91,Barata
40.0,2,1,Apartamento,52.4,Média
47.0,2,1,Apartamento,58.83,Barata
61.0,2,1,Apartamento,60.69,Barata
72.0,2,2,Apartamento,66.29,Média
69.0,2,1,Apartamento,35.54,Barata
52.0,1,1,Apartamento,113.06,Cara
53.0,1,1,Apartamento,67.85,Média
40.0,2,1,Apartamento,49.28,Barata
42.0,1,2,Apartamento,73.05,Barata
57.0,2,1,Apartamento,42.18,Barata
68.0,3,1,Apartamento,57.37,Barata
22.0,1,0,Studio e kitnet,91.32,Média
70.0,1,1,Apartamento,79.49,Média
50.0,2,0,Casa,27.54,Muito barata
43.0,2,0,Apartamento,44.95,Barata
75.0,2,1,Apartamento,29.81,Barata
64.0,2,2,Apartamento,49.16,Média
37.0,2,0,Apartamento,60.22,Média
76.0,2,2,Apartamento,74.49,Média
63.0,3,1,Apartamento,52.0,Média
44.0,2,2,Apartamento,103.36,Média
50.0,2,1,Apartamento,68.18,Barata
46.0,2,1,Apartamento,62.09,Barata
60.0,2,1,Apartamento,102.93,Cara
39.0,2,1,Apartamento,92.74,Barata
33.0,1,1,Studio e kitnet,110.18,Média
65.0,2,1,Apartamento,58.26,Barata
45.0,1,1,Casa,23.16,Muito barata
43.0,2,0,Apartamento,44.56,Barata
80.0,2,1,Apartamento,66.32,Cara
45.0,2,1,Apartamento,57.82,Barata
80.0,3,2,Apartamento,67.36,Média
35.0,1,1,Apartamento,177.97,Média
60.0,2,1,Apartamento,59.4,Barata
43.0,1,1,Apartamento,122.84,Cara
40.0,1,0,Casa,36.78,Barata
64.0,2,0,Apartamento,43.48,Barata
37.0,1,0,Studio e kitnet,46.54,Barata
55.0,2,1,Apartamento,69.73,Média
70.0,3,0,Casa,27.4,Média
46.0,2,1,Apartamento,63.78,Barata
75.0,1,0,Apartamento,29.85,Barata
63.0,2,0,Apartamento,49.46,Barata
80.0,1,2,Casa,14.92,Muito barata
70.0,2,0,Apartamento,38.56,Barata
60.0,2,1,Apartamento,27.3,Barata
28.0,1,0,Studio e kitnet,61.29,Barata
75.0,1,1,Casa,15.27,Muito barata
55.0,2,1,Apartamento,35.0,Muito barata
65.0,1,1,Casa,25.34,Barata
70.0,2,1,Apartamento,49.09,Barata
64.0,2,1,Apartamento,23.25,Muito barata
47.0,2,0,Apartamento,41.4,Barata
95.0,2,0,Casa,15.03,Barata
79.0,3,1,Apartamento,31.38,Barata
28.0,0,0,Studio e kitnet,109.43,Média
65.0,1,0,Casa,26.51,Barata
93.0,2,2,Casa,28.66,Muito barata
78.0,1,0,Apartamento,20.24,Barata
69.0,2,0,Apartamento,35.61,Muito barata
37.0,1,0,Studio e kitnet,47.73,Média
79.0,2,0,Apartamento,29.34,Barata
50.0,1,0,Casa,25.74,Barata
35.0,2,0,Apartamento,54.51,Barata
69.0,1,0,Apartamento,29.28,Média
54.0,1,0,Casa,21.02,Muito barata
37.0,1,0,Studio e kitnet,88.76,Média
32.0,1,0,Studio e kitnet,55.19,Média
48.0,2,1,Apartamento,31.73,Muito barata
54.0,1,0,Apartamento,30.93,Média
37.0,1,0,Studio e kitnet,38.73,Barata
39.0,1,0,Apartamento,41.28,Muito barata
60.0,2,1,Apartamento,43.03,Barata
53.0,1,0,Casa,21.92,Barata
50.0,2,0,Apartamento,26.86,Muito barata
54.0,1,1,Apartamento,69.54,Média
52.0,2,1,Apartamento,44.83,Barata
80.0,2,0,Apartamento,32.21,Barata
60.0,2,1,Apartamento,25.85,Barata
40.0,1,1,Apartamento,94.78,Média
70.0,2,0,Apartamento,32.74,Barata
65.0,2,1,Apartamento,64.17,Cara
60.0,2,1,Apartamento,27.5,Muito barata
65.0,1,0,Casa,17.65,Barata
60.0,2,2,Apartamento,40.33,Barata
50.0,1,0,Casa,30.5,Muito barata
52.0,1,0,Casa,20.44,Barata
55.0,2,0,Apartamento,21.71,Muito barata
59.0,2,1,Apartamento,68.12,Barata
60.0,2,1,Apartamento,34.72,Média
49.0,1,1,Apartamento,82.69,Barata
60.0,1,0,Apartamento,31.08,Barata
60.0,2,1,Apartamento,74.38,Barata
52.0,2,1,Apartamento,36.77,Muito barata
45.0,1,0,Apartamento,79.02,Barata
75.0,3,2,Casa,32.91,Barata
35.0,1,0,Apartamento,46.31,Barata
42.0,2,0,Apartamento,37.45,Barata
45.0,2,0,Apartamento,42.22,Barata
35.0,1,0,Casa,34.2,Muito barata
48.0,2,1,Apartamento,52.27,Barata
57.0,3,1,Apartamento,47.79,Barata
46.0,1,0,Apartamento,29.74,Barata
35.0,1,0,Apartamento,37.06,Barata
59.0,2,1,Apartamento,43.37,Barata
35.0,1,0,Apartamento,100.74,Média
70.0,2,1,Apartamento,24.06,Muito barata
35.0,1,0,Studio e kitnet,28.94,Muito barata
44.0,1,0,Studio e kitnet,74.52,Média
46.0,1,0,Apartamento,29.61,Barata
64.0,2,1,Apartamento,36.61,Barata
70.0,2,1,Apartamento,30.19,Barata
40.0,1,0,Casa,39.7,Barata
35.0,1,1,Apartamento,77.2,Barata
61.0,2,1,Apartamento,49.23,Barata
48.0,1,1,Apartamento,54.52,Cara
58.0,2,2,Apartamento,51.1,Barata
87.0,3,1,Casa,23.17,Muito barata
60.0,2,1,Apartamento,58.97,Barata
36.0,1,0,Apartamento,54.39,Barata
50.0,1,0,Casa,40.36,Barata
32.0,1,0,Studio e kitnet,76.88,Média
69.0,3,1,Apartamento,55.7,Barata
95.0,3,0,Casa,12.07,Barata
58.0,2,1,Apartamento,42.4,Muito barata
50.0,1,0,Apartamento,44.88,Barata
42.0,1,0,Apartamento,81.48,Média
38.0,2,0,Apartamento,43.34,Barata
80.0,2,2,Casa,57.19,Barata
54.0,2,0,Casa,24.69,Barata
52.0,2,1,Apartamento,27.15,Muito barata
50.0,1,0,Apartamento,27.72,Muito barata
45.0,1,0,Apartamento,47.64,Barata
60.0,2,1,Apartamento,49.83,Barata
33.0,1,0,Studio e kitnet,67.45,Média
37.0,1,0,Casa,73.03,Barata
75.0,3,1,Apartamento,58.87,Barata
59.0,2,1,Apartamento,74.64,Barata
57.0,2,1,Apartamento,44.49,Barata
54.0,1,1,Apartamento,67.67,Barata
90.0,2,2,Casa,25.33,Muito barata
69.0,2,0,Apartamento,45.06,Barata
59.0,2,1,Apartamento,71.59,Média
51.0,2,1,Apartamento,41.88,Barata
35.0,1,0,Apartamento,48.03,Média
76.0,3,0,Casa,38.08,Média
50.0,2,1,Apartamento,45.08,Barata
50.0,1,0,Casa,25.08,Barata
50.0,2,1,Apartamento,40.62,Barata
45.0,1,1,Apartamento,62.91,Barata
40.0,2,0,Casa,71.78,Barata
60.0,2,0,Apartamento,19.9,Muito barata
50.0,2,1,Apartamento,44.24,Barata
80.0,2,0,Casa,18.44,Barata
50.0,2,1,Apartamento,89.26,Barata
50.0,2,0,Apartamento,23.88,Muito barata
55.0,2,1,Apartamento,51.4,Muito barata
70.0,1,1,Apartamento,61.04,Barata
80.0,2,1,Apartamento,27.9,Barata
53.0,1,1,Apartamento,50.11,Média
50.0,1,1,Apartamento,65.82,Barata
36.0,1,0,Apartamento,56.19,Barata
48.0,2,0,Apartamento,41.62,Barata
40.0,2,1,Apartamento,65.38,Barata
37.0,1,1,Studio e kitnet,97.35,Média
70.0,3,1,Casa,30.16,Muito barata
38.0,2,0,Apartamento,67.03,Média
55.0,2,0,Apartamento,49.38,Barata
80.0,3,0,Apartamento,21.25,Muito barata
40.0,1,0,Casa,29.7,Muito barata
56.0,3,1,Apartamento,47.41,Muito barata
46.0,1,0,Apartamento,47.7,Barata
50.0,1,0,Apartamento,65.96,Barata
42.0,2,0,Apartamento,47.43,Barata
57.0,2,1,Apartamento,83.28,Barata
49.0,2,1,Apartamento,32.94,Muito barata
74.0,2,1,Apartamento,57.08,Média
46.0,1,0,Casa,27.8,Muito barata
51.0,2,1,Apartamento,103.75,Cara
50.0,2,0,Apartamento,40.38,Barata
45.0,2,1,Apartamento,60.47,Média
50.0,1,0,Casa,24.2,Muito barata
75.0,3,2,Apartamento,36.16,Barata
42.0,1,0,Studio e kitnet,36.83,Barata
45.0,1,1,Apartamento,89.0,Barata
50.0,1,0,Casa em condomínio,28.22,Muito barata
28.0,1,0,Studio e kitnet,89.71,Barata
50.0,2,1,Apartamento,52.66,Barata
62.0,2,1,Apartamento,54.95,Barata
68.0,2,1,Apartamento,44.22,Barata
72.0,2,0,Casa,19.43,Barata
48.0,1,0,Apartamento,55.25,Barata
70.0,2,1,Apartamento,45.63,Média
50.0,2,0,Apartamento,88.02,Barata
70.0,3,1,Apartamento,60.14,Barata
66.0,2,1,Apartamento,92.83,Cara
56.0,1,0,Apartamento,32.05,Média
35.0,1,0,Apartamento,65.26,Média
39.0,1,0,Apartamento,46.74,Média
78.0,3,1,Apartamento,40.22,Barata
58.0,1,1,Apartamento,99.09,Média
55.0,2,0,Apartamento,42.38,Barata
40.0,1,0,Apartamento,53.2,Barata
48.0,2,1,Apartamento,73.42,Barata
58.0,2,1,Apartamento,42.45,Barata
63.0,3,1,Apartamento,48.11,Barata
63.0,2,1,Apartamento,64.79,Barata
58.0,2,1,Apartamento,48.53,Muito barata
54.0,1,0,Apartamento,91.56,Cara
100.0,3,2,Casa,28.17,Muito barata
60.0,2,1,Apartamento,43.95,Barata
38.0,1,1,Studio e kitnet,105.76,Cara
39.0,2,1,Apartamento,72.38,Barata
25.0,1,0,Studio e kitnet,144.64,Cara
49.0,2,0,Apartamento,56.04,Barata
73.0,2,2,Apartamento,87.63,Média
35.0,2,1,Apartamento,75.91,Média
56.0,2,0,Apartamento,98.71,Cara
80.0,2,1,Casa,29.91,Muito barata
39.0,1,1,Apartamento,44.15,Barata
64.0,2,1,Apartamento,68.3,Barata
35.0,1,0,Apartamento,28.94,Muito barata
62.0,2,1,Apartamento,37.69,Barata
80.0,2,0,Apartamento,37.44,Média
40.0,1,0,Casa,28.0,Barata
63.0,3,1,Apartamento,41.17,Barata
33.0,1,0,Studio e kitnet,85.09,Cara
60.0,2,1,Apartamento,84.82,Barata
50.0,2,1,Apartamento,46.22,Barata
80.0,2,1,Apartamento,51.85,Barata
30.0,1,1,Studio e kitnet,94.33,Média
40.0,2,0,Apartamento,50.48,Barata
63.0,2,1,Apartamento,60.25,Muito barata
55.0,2,1,Apartamento,53.89,Barata
57.0,2,1,Apartamento,36.11,Barata
39.0,1,1,Studio e kitnet,56.92,Média
40.0,2,1,Apartamento,93.45,Cara
35.0,1,1,Apartamento,108.69,Média
51.0,2,1,Apartamento,69.71,Barata
35.0,2,1,Apartamento,66.17,Média
43.0,2,1,Apartamento,53.65,Barata
52.0,2,1,Apartamento,80.4,Barata
50.0,2,1,Apartamento,57.7,Barata
67.0,3,1,Apartamento,52.57,Média
75.0,2,1,Apartamento,38.87,Barata
63.0,3,1,Apartamento,45.25,Muito barata
72.0,3,1,Apartamento,55.56,Barata
25.0,1,0,Studio e kitnet,85.04,Média
50.0,1,1,Apartamento,84.5,Cara
37.0,1,0,Studio e kitnet,95.16,Cara
55.0,2,1,Apartamento,51.36,Média
70.0,3,1,Apartamento,73.7,Média
70.0,2,2,Casa,56.04,Barata
88.0,2,1,Casa em condomínio,37.58,Barata
42.0,2,0,Apartamento,54.93,Barata
39.0,1,1,Apartamento,76.69,Barata
100.0,3,2,Casa,41.7,Barata
27.0,1,1,Studio e kitnet,114.59,Média
36.0,2,0,Apartamento,64.86,Média
54.0,2,1,Apartamento,117.46,Cara
58.0,1,2,Apartamento,117.71,Média
70.0,2,2,Casa em condomínio,41.2,Barata
50.0,2,1,Apartamento,48.38,Barata
66.0,3,1,Apartamento,60.68,Barata
50.0,1,1,Apartamento,104.94,Cara
26.0,1,0,Studio e kitnet,125.54,Cara
50.0,2,1,Apartamento,51.16,Barata
70.0,3,1,Apartamento,58.76,Barata
47.0,1,1,Apartamento,87.26,Barata
80.0,2,0,Casa,25.54,Barata
26.0,1,0,Studio e kitnet,108.31,Cara
70.0,1,0,Apartamento,48.09,Média
70.0,3,1,Apartamento,72.29,Cara
80.0,2,1,Apartamento,51.95,Média
75.0,2,2,Apartamento,93.23,Cara
35.0,1,1,Studio e kitnet,94.4,Média
45.0,2,1,Apartamento,56.04,Barata
54.0,2,1,Apartamento,52.43,Barata
79.0,3,0,Apartamento,31.94,Barata
55.0,2,1,Apartamento,69.6,Média
40.0,1,1,Apartamento,100.22,Cara
63.0,2,1,Apartamento,97.79,Média
77.0,3,1,Apartamento,81.01,Cara
60.0,2,1,Apartamento,100.0,Barata
42.0,1,1,Apartamento,93.74,Média
75.0,2,2,Apartamento,53.25,Média
75.0,2,1,Apartamento,69.4,Média
62.0,2,2,Apartamento,72.5,Média
100.0,3,1,Casa,30.92,Barata
24.0,1,0,Studio e kitnet,156.5,Cara
40.0,1,0,Studio e kitnet,54.78,Média
78.0,2,1,Apartamento,68.83,Média
69.0,3,1,Apartamento,34.32,Muito barata
55.0,1,1,Apartamento,131.29,Cara
80.0,2,1,Apartamento,62.52,Barata
