area,bedrooms,garage,cost/m²,type_Apartamento,type_Casa,type_Casa em condomínio,type_Studio e kitnet,valor_regiao
30,1,1,62.87,1,0,0,0,1
48,1,0,43.83,1,0,0,0,1
61,2,1,34.56,1,0,0,0,0
55,2,1,33.58,1,0,0,0,0
64,2,2,89.41,1,0,0,0,1
58,1,2,62.67,1,0,0,0,1
45,1,1,61.47,0,0,0,1,1
30,1,1,35.6,0,1,0,0,0
67,2,1,52.48,1,0,0,0,1
33,2,0,61.42,1,0,0,0,1
42,1,1,80.24,1,0,0,0,1
43,1,1,65.33,1,0,0,0,1
40,2,0,47.95,1,0,0,0,0
49,2,1,58.37,1,0,0,0,1
32,2,1,102.66,1,0,0,0,1
48,1,0,70.48,1,0,0,0,1
30,1,0,42.4,0,0,1,0,0
35,1,1,62.74,1,0,0,0,1
48,1,0,51.12,1,0,0,0,1
94,3,2,44.84,1,0,0,0,0
40,1,1,138.93,1,0,0,0,2
38,1,0,42.53,1,0,0,0,1
30,1,0,71.4,0,0,0,1,1
45,2,1,69.89,1,0,0,0,1
63,3,1,46.16,1,0,0,0,1
41,2,0,54.32,1,0,0,0,0
57,2,1,43.37,1,0,0,0,0
49,1,1,83.14,1,0,0,0,1
32,1,0,32.56,0,1,0,0,0
38,2,0,110.13,1,0,0,0,1
63,2,1,72.33,1,0,0,0,1
40,1,1,121.55,1,0,0,0,1
32,1,1,62.88,0,0,0,1,1
40,2,0,38.9,1,0,0,0,0
40,1,1,121.52,0,0,0,1,1
42,2,0,32.1,1,0,0,0,0
56,2,2,49.25,1,0,0,0,0
45,1,0,36.44,1,0,0,0,0
63,2,1,69.24,1,0,0,0,1
40,2,0,46.4,0,1,0,0,0
64,2,1,41.11,1,0,0,0,0
68,2,0,57.21,1,0,0,0,1
34,1,1,123.41,0,0,0,1,2
120,4,2,40.34,0,1,0,0,0
36,1,1,76.06,1,0,0,0,1
45,1,1,64.82,1,0,0,0,1
65,1,2,92.25,1,0,0,0,2
32,1,0,74.97,0,0,0,1,1
66,2,1,77.21,1,0,0,0,1
33,2,0,49.3,0,0,0,1,1
44,1,0,37.45,1,0,0,0,0
40,1,0,26.05,0,1,0,0,0
84,4,2,27.67,1,0,0,0,0
36,1,1,99.42,0,0,0,1,2
39,1,1,131.0,0,0,0,1,2
44,1,1,46.48,1,0,0,0,0
34,1,0,92.5,1,0,0,0,1
37,2,1,49.35,1,0,0,0,0
32,1,0,61.56,0,0,0,1,1
44,1,0,55.57,1,0,0,0,1
70,3,2,81.7,1,0,0,0,1
61,2,1,37.97,1,0,0,0,0
30,1,1,105.37,1,0,0,0,1
85,2,1,63.51,1,0,0,0,1
40,1,0,54.2,1,0,0,0,1
80,2,1,32.5,1,0,0,0,0
70,2,1,44.73,1,0,0,0,0
48,1,1,116.12,1,0,0,0,1
32,1,1,60.75,0,0,0,1,1
30,1,0,186.5,0,0,0,1,2
69,3,1,54.32,1,0,0,0,1
30,1,1,115.17,0,0,0,1,1
49,1,0,121.04,1,0,0,0,1
96,3,1,63.11,1,0,0,0,1
65,2,1,49.58,1,0,0,0,1
41,1,1,55.46,1,0,0,0,0
49,2,1,47.1,1,0,0,0,0
51,1,1,111.61,1,0,0,0,2
44,1,1,102.41,1,0,0,0,2
90,2,1,51.34,1,0,0,0,1
44,1,1,78.68,0,0,0,1,1
43,1,1,76.7,1,0,0,0,1
46,1,0,33.2,1,0,0,0,0
65,2,0,38.03,1,0,0,0,1
75,2,1,60.04,1,0,0,0,1
43,2,1,37.79,1,0,0,0,0
42,2,0,58.43,1,0,0,0,1
69,2,1,41.07,1,0,0,0,2
51,2,1,53.24,1,0,0,0,0
43,1,1,92.4,1,0,0,0,1
75,3,1,43.71,1,0,0,0,0
60,2,1,60.8,0,1,0,0,0
35,1,1,144.49,0,0,0,1,4
95,3,1,64.85,1,0,0,0,1
74,2,1,28.47,1,0,0,0,0
55,1,1,107.35,1,0,0,0,1
32,1,0,116.28,1,0,0,0,2
37,1,1,91.81,0,0,0,1,1
100,2,1,18.24,0,1,0,0,0
30,1,0,190.8,0,0,0,1,3
40,1,1,165.3,0,0,0,1,2
54,1,1,83.43,1,0,0,0,1
64,2,1,56.12,1,0,0,0,1
44,1,1,96.39,1,0,0,0,2
44,1,1,88.93,1,0,0,0,1
31,1,0,183.65,1,0,0,0,2
56,2,2,75.91,1,0,0,0,2
60,2,1,53.27,1,0,0,0,1
33,1,1,124.42,0,0,0,1,2
48,1,1,73.77,1,0,0,0,1
59,2,1,59.97,1,0,0,0,1
75,3,2,41.64,1,0,0,0,0
35,1,1,123.37,1,0,0,0,1
50,1,1,134.78,1,0,0,0,3
70,1,2,84.3,1,0,0,0,1
46,2,1,41.76,1,0,0,0,0
72,2,0,38.83,1,0,0,0,1
60,2,1,63.0,1,0,0,0,1
50,1,1,100.28,1,0,0,0,1
50,2,1,38.06,1,0,0,0,0
42,1,1,107.31,0,0,0,1,2
42,1,1,94.95,1,0,0,0,1
75,3,2,88.19,1,0,0,0,1
47,1,0,44.91,1,0,0,0,0
45,1,1,108.89,1,0,0,0,2
65,2,2,97.74,1,0,0,0,1
97,2,0,25.34,0,1,0,0,0
79,2,2,91.84,1,0,0,0,2
37,1,0,52.27,1,0,0,0,1
46,1,0,28.3,0,1,0,0,0
39,1,1,83.0,0,0,0,1,2
50,1,1,40.96,1,0,0,0,0
88,2,0,35.41,1,0,0,0,1
58,1,0,21.57,0,1,0,0,0
41,1,1,90.1,0,0,0,1,1
40,1,0,45.6,1,0,0,0,0
96,3,2,30.95,1,0,0,0,0
50,1,1,150.26,0,0,0,1,2
32,1,0,57.0,1,0,0,0,1
40,1,1,64.2,1,0,0,0,1
42,1,0,52.24,0,0,0,1,0
48,1,1,152.46,1,0,0,0,3
45,1,1,76.67,1,0,0,0,1
90,2,1,48.21,1,0,0,0,1
40,1,1,152.15,1,0,0,0,2
54,2,1,46.19,1,0,0,0,0
40,1,1,67.53,1,0,0,0,1
40,1,1,81.28,0,0,0,1,0
58,2,1,44.5,1,0,0,0,0
74,2,2,53.39,1,0,0,0,1
70,3,1,41.49,1,0,0,0,0
40,1,1,46.7,1,0,0,0,1
76,3,1,73.61,1,0,0,0,1
97,3,2,53.91,1,0,0,0,0
84,3,1,38.54,1,0,0,0,0
36,1,1,161.39,0,0,0,1,3
30,1,1,167.37,0,0,0,1,2
50,1,1,33.24,1,0,0,0,0
57,1,2,64.09,1,0,0,0,1
78,2,1,23.91,1,0,0,0,0
87,2,2,63.36,1,0,0,0,1
89,2,2,46.1,1,0,0,0,0
70,2,2,43.34,1,0,0,0,0
76,2,1,73.84,1,0,0,0,1
30,1,1,67.07,1,0,0,0,1
68,2,2,59.75,1,0,0,0,0
74,3,2,45.11,1,0,0,0,0
48,2,1,42.92,1,0,0,0,0
83,2,1,70.57,1,0,0,0,2
41,1,1,148.61,1,0,0,0,2
45,2,1,65.2,1,0,0,0,0
57,2,1,46.54,1,0,0,0,0
57,2,1,50.6,1,0,0,0,1
80,2,1,78.55,0,0,0,1,1
125,4,2,34.67,0,0,1,0,0
38,1,0,49.53,1,0,0,0,0
56,1,0,32.27,1,0,0,0,0
50,2,0,37.14,1,0,0,0,1
70,1,0,20.3,0,1,0,0,0
77,1,0,14.99,1,0,0,0,0
43,1,0,55.67,1,0,0,0,1
80,1,1,20.36,0,1,0,0,0
32,1,0,46.16,0,0,0,1,0
30,1,0,50.67,1,0,0,0,0
50,2,1,54.26,1,0,0,0,1
58,2,1,27.86,1,0,0,0,0
57,1,1,65.6,1,0,0,0,1
38,1,0,41.5,1,0,0,0,0
60,1,0,35.8,1,0,0,0,0
70,2,1,22.09,0,1,0,0,0
47,1,0,25.23,0,1,0,0,0
55,2,0,44.33,1,0,0,0,0
120,2,2,32.69,0,1,0,0,0
90,2,0,27.64,0,1,0,0,0
38,1,1,75.95,0,0,0,1,1
60,2,1,42.82,1,0,0,0,0
60,2,0,43.38,1,0,0,0,1
50,1,1,51.78,1,0,0,0,1
42,1,0,36.5,0,0,0,1,0
70,2,0,44.67,0,1,0,0,1
33,1,0,68.88,1,0,0,0,1
60,1,0,24.87,0,1,0,0,0
45,1,0,23.67,0,1,0,0,0
90,1,0,23.04,0,1,0,0,0
50,2,0,36.6,1,0,0,0,0
65,2,1,37.31,1,0,0,0,0
30,1,0,36.03,0,0,0,1,0
60,1,0,34.38,0,1,0,0,0
45,1,0,36.38,1,0,0,0,0
45,2,1,28.04,0,0,1,0,0
50,2,1,40.1,1,0,0,0,0
39,1,0,35.77,0,0,0,1,0
45,2,0,34.53,1,0,0,0,0
75,3,1,42.93,1,0,0,0,1
140,2,0,22.72,0,1,0,0,1
50,2,0,60.0,1,0,0,0,1
38,2,1,51.5,1,0,0,0,0
42,2,1,34.29,1,0,0,0,0
40,2,0,42.5,1,0,0,0,0
130,2,2,32.92,0,1,0,0,0
77,2,1,61.09,1,0,0,0,1
66,2,1,36.32,1,0,0,0,0
50,1,1,69.6,1,0,0,0,2
57,2,0,50.84,1,0,0,0,0
60,2,1,38.07,1,0,0,0,0
90,1,0,34.97,1,0,0,0,0
34,1,0,44.09,0,1,0,0,0
35,1,0,37.77,1,0,0,0,0
50,2,1,48.12,1,0,0,0,0
50,2,1,45.92,1,0,0,0,0
42,2,0,47.0,1,0,0,0,0
55,2,1,41.71,1,0,0,0,1
90,3,1,21.93,1,0,0,0,0
52,2,1,35.83,1,0,0,0,0
35,1,0,31.74,0,0,0,1,0
60,1,0,16.82,0,1,0,0,0
40,2,0,48.98,1,0,0,0,0
70,1,1,36.94,1,0,0,0,1
50,1,1,37.4,0,1,0,0,0
50,1,0,44.72,1,0,0,0,1
80,3,2,47.31,1,0,0,0,0
50,1,1,78.52,1,0,0,0,1
90,2,1,29.69,1,0,0,0,0
130,2,1,20.05,0,1,0,0,0
72,2,2,28.79,1,0,0,0,0
77,2,1,60.77,1,0,0,0,1
56,1,0,58.5,1,0,0,0,1
60,1,0,25.9,1,0,0,0,0
47,1,0,42.89,1,0,0,0,0
60,2,1,74.52,1,0,0,0,1
44,2,1,32.95,1,0,0,0,1
50,2,1,48.48,1,0,0,0,0
33,1,0,79.15,0,0,0,1,0
70,3,0,65.67,0,1,0,0,1
55,2,1,38.25,1,0,0,0,0
65,2,1,53.63,1,0,0,0,1
49,2,1,33.31,1,0,0,0,0
96,2,1,19.54,0,1,0,0,0
50,2,1,42.68,1,0,0,0,0
60,1,0,22.08,0,1,0,0,0
45,2,0,29.24,0,1,0,0,0
40,1,1,43.28,1,0,0,0,1
38,1,0,48.0,0,0,0,1,1
52,2,1,48.35,1,0,0,0,0
62,3,1,46.13,1,0,0,0,0
70,2,0,26.96,0,1,0,0,0
87,2,0,24.4,1,0,0,0,0
50,2,0,43.7,1,0,0,0,1
35,1,0,81.51,1,0,0,0,1
47,2,0,34.45,1,0,0,0,0
90,2,0,41.08,1,0,0,0,0
53,2,1,29.72,1,0,0,0,0
47,2,1,73.4,1,0,0,0,1
50,2,1,31.98,0,0,1,0,1
58,2,1,50.83,1,0,0,0,0
48,2,1,76.62,1,0,0,0,1
60,2,1,50.95,1,0,0,0,1
40,1,1,74.05,1,0,0,0,1
43,2,0,79.86,1,0,0,0,1
30,1,0,38.83,1,0,0,0,1
38,1,0,71.89,1,0,0,0,1
30,1,0,87.57,1,0,0,0,1
40,2,0,48.48,0,1,0,0,0
40,2,0,39.35,1,0,0,0,0
66,3,1,38.73,1,0,0,0,0
52,2,0,45.94,1,0,0,0,0
39,2,0,35.36,1,0,0,0,0
35,1,0,53.09,0,1,0,0,1
40,2,0,45.1,1,0,0,0,1
44,2,0,43.7,1,0,0,0,0
34,2,0,96.21,1,0,0,0,1
34,1,0,73.32,0,0,0,1,1
80,3,1,26.42,0,1,0,0,0
40,1,1,66.25,1,0,0,0,1
56,2,1,70.3,1,0,0,0,1
44,1,0,34.48,0,0,0,1,1
45,2,1,60.84,1,0,0,0,0
47,2,1,36.09,1,0,0,0,0
67,2,0,47.49,1,0,0,0,0
43,2,0,36.0,1,0,0,0,0
68,2,1,30.38,1,0,0,0,0
75,2,0,17.33,0,1,0,0,0
45,1,1,73.56,1,0,0,0,1
68,3,1,65.1,1,0,0,0,1
42,2,0,45.74,1,0,0,0,0
39,1,0,40.08,0,1,0,0,0
60,2,1,55.92,1,0,0,0,1
33,1,1,89.24,0,0,0,1,1
46,2,0,39.41,1,0,0,0,0
64,3,1,55.73,1,0,0,0,1
30,1,0,34.57,1,0,0,0,0
56,2,1,37.29,1,0,0,0,0
36,2,1,68.06,1,0,0,0,1
30,1,0,35.8,0,1,0,0,0
58,2,1,52.84,1,0,0,0,1
54,2,1,27.5,1,0,0,0,0
63,3,1,50.73,1,0,0,0,1
50,2,2,61.68,1,0,0,0,0
87,3,2,61.54,1,0,0,0,1
37,2,0,48.7,1,0,0,0,1
39,1,1,92.72,1,0,0,0,1
40,1,0,46.85,1,0,0,0,0
38,1,0,46.71,0,0,0,1,1
40,1,1,55.5,1,0,0,0,1
43,1,1,101.84,1,0,0,0,2
76,2,0,43.12,1,0,0,0,1
40,1,0,51.02,0,1,0,0,1
40,2,0,66.85,1,0,0,0,1
117,3,1,25.46,0,1,0,0,0
42,1,1,72.55,1,0,0,0,0
36,1,1,71.61,1,0,0,0,1
82,3,2,47.06,1,0,0,0,0
93,2,1,49.98,1,0,0,0,1
48,1,0,24.04,0,1,0,0,0
39,1,0,59.51,0,0,0,1,1
40,1,1,88.02,1,0,0,0,1
45,2,0,42.29,1,0,0,0,0
42,1,0,57.48,0,0,0,1,1
34,2,0,66.06,1,0,0,0,1
35,1,1,112.86,0,0,0,1,2
60,2,2,62.55,1,0,0,0,0
60,2,2,59.75,1,0,0,0,1
74,1,1,84.84,1,0,0,0,1
60,2,0,66.23,1,0,0,0,1
33,1,0,49.3,0,0,0,1,0
40,2,0,40.98,1,0,0,0,0
55,2,1,34.24,1,0,0,0,0
63,2,1,76.73,1,0,0,0,1
54,2,1,33.02,1,0,0,0,0
91,2,2,46.98,0,1,0,0,0
83,3,2,72.49,1,0,0,0,1
74,2,1,48.03,1,0,0,0,0
100,2,1,38.74,0,1,0,0,0
41,2,1,53.61,1,0,0,0,1
87,2,0,35.45,1,0,0,0,1
75,1,1,57.87,0,1,0,0,0
40,1,1,57.38,1,0,0,0,0
38,1,0,30.18,0,1,0,0,0
58,2,1,58.84,1,0,0,0,0
30,1,0,41.7,0,1,0,0,0
45,2,1,36.93,1,0,0,0,0
35,1,0,39.17,1,0,0,0,1
67,2,2,56.84,1,0,0,0,1
45,1,0,56.87,1,0,0,0,1
69,2,1,47.55,1,0,0,0,1
38,2,0,54.42,1,0,0,0,1
36,1,0,58.86,1,0,0,0,1
39,1,1,86.95,1,0,0,0,1
54,1,1,76.78,1,0,0,0,2
35,1,0,48.4,0,0,0,1,0
53,2,1,40.62,1,0,0,0,0
36,1,1,92.11,1,0,0,0,1
55,2,1,63.78,1,0,0,0,1
38,1,1,54.16,0,0,1,0,1
45,1,0,37.56,0,1,0,0,0
90,2,1,39.49,1,0,0,0,0
30,1,0,76.13,0,0,0,1,1
62,2,1,83.19,1,0,0,0,1
48,2,1,58.25,1,0,0,0,0
50,2,1,70.0,1,0,0,0,1
48,1,0,21.08,0,1,0,0,0
73,3,1,52.95,1,0,0,0,1
80,2,1,38.12,0,1,0,0,0
32,1,0,40.28,1,0,0,0,1
70,2,1,37.84,1,0,0,0,0
57,2,1,89.68,1,0,0,0,1
54,1,1,103.91,1,0,0,0,3
50,2,1,106.0,1,0,0,0,2
55,2,1,47.33,1,0,0,0,0
35,1,1,102.97,0,0,0,1,2
74,2,1,49.23,1,0,0,0,0
120,2,2,29.39,0,1,0,0,0
35,1,0,52.26,1,0,0,0,1
35,2,1,44.66,0,1,0,0,0
57,1,1,32.18,0,0,0,1,0
64,2,1,47.27,1,0,0,0,0
55,1,0,36.22,1,0,0,0,1
72,3,1,43.1,1,0,0,0,0
43,1,1,63.28,1,0,0,0,1
69,3,1,41.75,1,0,0,0,1
33,1,1,93.91,0,0,0,1,2
74,2,2,39.7,1,0,0,0,0
50,2,1,48.34,1,0,0,0,1
35,1,1,70.0,1,0,0,0,0
65,2,1,45.6,1,0,0,0,0
34,1,0,45.79,0,1,0,0,0
52,2,0,43.17,1,0,0,0,1
60,2,1,58.5,1,0,0,0,1
64,1,0,47.77,1,0,0,0,1
45,2,1,60.73,1,0,0,0,0
60,2,1,66.12,1,0,0,0,1
45,2,0,92.96,1,0,0,0,1
55,1,1,71.93,1,0,0,0,1
36,1,1,60.14,1,0,0,0,1
84,2,1,56.02,1,0,0,0,1
136,2,2,43.12,1,0,0,0,0
35,1,0,51.57,1,0,0,0,1
45,1,1,81.29,1,0,0,0,1
35,1,1,66.86,0,0,0,1,1
39,2,0,44.21,1,0,0,0,0
30,1,0,39.4,0,1,0,0,0
52,2,2,89.25,1,0,0,0,1
76,2,2,50.74,1,0,0,0,1
49,2,0,35.71,1,0,0,0,0
37,1,1,124.86,0,0,0,1,2
68,2,1,41.01,1,0,0,0,0
65,2,1,39.65,1,0,0,0,0
45,2,1,74.36,1,0,0,0,1
90,3,1,64.8,1,0,0,0,2
54,2,1,51.04,1,0,0,0,1
44,2,0,53.11,1,0,0,0,1
45,2,1,65.31,1,0,0,0,1
50,2,1,88.12,1,0,0,0,1
55,2,1,58.25,1,0,0,0,1
64,2,1,73.23,1,0,0,0,1
67,3,1,51.54,1,0,0,0,1
69,2,2,77.54,1,0,0,0,1
30,1,1,49.27,0,0,0,1,0
32,1,0,56.16,0,0,0,1,1
63,2,1,40.33,1,0,0,0,0
41,2,0,53.61,1,0,0,0,1
70,2,2,59.79,1,0,0,0,1
60,2,1,25.75,0,1,0,0,0
35,1,0,83.29,0,0,0,1,2
33,1,1,102.39,1,0,0,0,2
53,2,1,62.26,1,0,0,0,0
35,1,0,41.83,0,1,0,0,0
42,1,1,109.14,1,0,0,0,1
100,3,1,46.26,1,0,0,0,1
80,2,2,66.1,1,0,0,0,1
66,2,1,33.86,1,0,0,0,0
90,2,1,40.12,1,0,0,0,0
82,3,1,46.45,1,0,0,0,0
35,2,1,53.46,1,0,0,0,1
48,2,1,59.75,1,0,0,0,1
67,2,1,105.36,1,0,0,0,2
74,2,1,60.49,1,0,0,0,1
40,1,0,74.5,1,0,0,0,1
78,3,1,52.09,1,0,0,0,1
77,3,2,57.47,1,0,0,0,1
48,2,0,36.67,1,0,0,0,1
38,2,0,61.26,1,0,0,0,1
30,1,0,120.3,1,0,0,0,1
41,2,1,92.15,1,0,0,0,2
45,1,0,41.2,1,0,0,0,0
38,2,1,49.74,1,0,0,0,0
89,2,2,61.01,1,0,0,0,1
100,3,1,69.38,1,0,0,0,2
32,1,1,92.19,1,0,0,0,1
42,1,1,103.31,1,0,0,0,1
77,2,2,47.36,1,0,0,0,0
38,1,1,166.58,0,0,0,1,2
35,1,1,91.11,1,0,0,0,1
82,2,0,86.65,1,0,0,0,1
51,2,1,64.63,1,0,0,0,1
33,1,1,161.48,0,0,0,1,3
61,1,0,32.84,1,0,0,0,0
90,3,1,53.52,1,0,0,0,1
35,1,1,113.66,1,0,0,0,2
78,2,1,78.45,1,0,0,0,1
67,3,1,56.91,1,0,0,0,1
53,2,0,49.26,1,0,0,0,0
68,2,1,74.13,1,0,0,0,1
40,1,1,100.22,1,0,0,0,1
48,1,1,76.92,0,0,0,1,1
82,2,1,64.26,1,0,0,0,1
52,2,1,32.23,1,0,0,0,0
40,2,0,170.8,1,0,0,0,2
98,3,1,40.89,1,0,0,0,0
96,3,1,40.83,1,0,0,0,0
57,2,1,50.91,1,0,0,0,0
45,2,1,49.64,1,0,0,0,1
30,1,1,140.2,1,0,0,0,2
75,3,2,72.53,1,0,0,0,1
65,1,1,60.98,1,0,0,0,1
56,2,2,78.88,1,0,0,0,1
60,2,1,98.38,1,0,0,0,2
70,1,2,53.26,1,0,0,0,1
80,3,2,94.16,1,0,0,0,2
50,2,0,47.0,1,0,0,0,0
43,1,1,112.0,1,0,0,0,2
49,1,1,57.67,0,0,0,1,1
48,1,1,108.1,1,0,0,0,1
34,1,1,135.68,0,0,0,1,1
52,1,1,38.54,1,0,0,0,0
48,1,1,75.67,1,0,0,0,1
87,3,1,74.43,1,0,0,0,1
46,1,1,145.07,0,0,0,1,1
88,2,1,32.45,1,0,0,0,0
70,2,1,98.76,1,0,0,0,2
100,3,1,79.69,1,0,0,0,1
30,1,1,165.83,0,0,0,1,3
45,2,1,60.16,1,0,0,0,1
39,1,1,89.72,0,0,0,1,1
85,3,1,41.0,1,0,0,0,1
40,2,0,54.98,1,0,0,0,1
45,1,1,55.07,1,0,0,0,1
43,1,1,90.65,0,0,0,1,2
57,2,1,99.05,1,0,0,0,1
67,2,0,43.25,1,0,0,0,0
46,1,1,104.78,1,0,0,0,1
94,3,2,62.5,1,0,0,0,1
103,3,2,52.76,1,0,0,0,0
65,2,0,28.37,1,0,0,0,0
56,2,0,30.89,0,1,0,0,0
43,1,0,33.58,1,0,0,0,0
119,2,0,17.96,0,1,0,0,0
60,2,1,28.32,0,1,0,0,0
61,2,0,41.05,1,0,0,0,0
45,1,0,36.96,1,0,0,0,0
116,2,1,33.31,0,1,0,0,0
60,2,2,34.75,0,1,0,0,0
50,1,0,25.7,0,1,0,0,0
35,1,0,62.77,1,0,0,0,0
50,1,1,28.14,0,1,0,0,0
62,2,1,71.48,1,0,0,0,1
40,1,0,52.12,0,1,0,0,0
40,1,1,75.28,1,0,0,0,1
50,2,1,36.2,1,0,0,0,0
60,3,0,25.73,0,1,0,0,0
65,1,0,27.97,0,0,1,0,0
100,3,1,35.88,1,0,0,0,0
60,2,0,24.35,0,1,0,0,0
69,1,0,29.54,1,0,0,0,0
59,2,1,29.03,1,0,0,0,0
71,2,0,37.17,1,0,0,0,1
100,3,2,26.02,0,1,0,0,0
62,2,1,48.32,1,0,0,0,0
80,3,2,54.3,1,0,0,0,1
62,2,1,37.53,1,0,0,0,1
75,1,0,13.89,0,1,0,0,0
35,1,0,55.14,1,0,0,0,1
36,1,1,80.47,1,0,0,0,1
136,2,2,23.11,0,0,1,0,0
80,2,1,24.76,0,1,0,0,0
60,2,1,67.47,1,0,0,0,1
43,1,0,29.53,0,1,0,0,0
32,2,0,50.69,1,0,0,0,0
80,2,0,19.23,0,1,0,0,0
110,2,0,19.55,0,1,0,0,0
30,1,0,60.47,1,0,0,0,1
41,1,1,84.49,1,0,0,0,2
40,1,1,87.5,1,0,0,0,1
55,3,2,59.93,1,0,0,0,1
35,1,0,37.63,0,1,0,0,0
55,2,1,29.42,0,1,0,0,0
62,2,1,37.13,1,0,0,0,1
40,1,0,32.62,0,1,0,0,0
45,1,1,69.02,1,0,0,0,1
75,2,0,53.95,0,1,0,0,1
88,2,0,26.82,1,0,0,0,0
62,2,0,44.94,1,0,0,0,1
70,2,1,35.09,1,0,0,0,0
35,1,0,53.23,0,1,0,0,0
48,2,1,74.12,1,0,0,0,1
68,3,2,45.66,1,0,0,0,0
55,2,1,53.96,1,0,0,0,0
46,2,0,41.0,1,0,0,0,0
60,3,1,32.12,1,0,0,0,0
60,1,0,21.55,0,1,0,0,0
30,1,0,69.27,1,0,0,0,1
45,2,1,48.93,1,0,0,0,0
59,2,0,37.1,0,1,0,0,0
40,2,0,36.17,1,0,0,0,0
55,2,0,19.67,0,1,0,0,0
135,3,2,26.24,0,1,0,0,0
73,2,0,56.14,1,0,0,0,2
49,1,0,38.43,1,0,0,0,1
32,1,0,80.66,0,0,0,1,1
125,3,1,14.42,0,1,0,0,0
38,1,0,45.92,0,0,0,1,1
45,2,1,64.36,0,0,0,1,1
150,4,2,31.61,0,1,0,0,0
50,2,0,50.98,0,0,1,0,1
70,2,1,67.17,1,0,0,0,1
40,2,0,43.25,0,1,0,0,0
45,2,0,46.84,1,0,0,0,0
100,3,0,22.85,0,1,0,0,0
60,1,0,40.78,1,0,0,0,1
32,1,0,113.44,0,0,0,1,2
42,1,0,93.31,1,0,0,0,1
150,2,1,10.8,0,1,0,0,0
46,2,1,44.67,1,0,0,0,1
50,1,0,37.3,0,0,1,0,0
68,1,0,38.94,1,0,0,0,0
31,1,0,60.39,1,0,0,0,1
55,2,1,62.36,1,0,0,0,1
35,1,0,43.77,0,0,0,1,0
35,2,1,54.26,1,0,0,0,1
80,1,0,49.89,1,0,0,0,1
42,2,0,37.71,1,0,0,0,0
120,3,2,21.72,0,1,0,0,0
31,1,0,41.68,1,0,0,0,0
110,2,1,29.38,0,1,0,0,0
38,1,0,33.58,0,1,0,0,0
119,3,1,23.33,0,1,0,0,0
127,3,2,26.81,0,1,0,0,0
55,2,1,33.98,1,0,0,0,0
60,1,0,40.67,0,1,0,0,0
53,2,0,46.3,1,0,0,0,1
40,1,0,45.3,1,0,0,0,0
40,1,0,45.3,1,0,0,0,0
120,2,0,17.72,0,1,0,0,0
31,1,0,93.81,1,0,0,0,1
63,3,1,33.25,1,0,0,0,0
40,2,1,45.85,1,0,0,0,0
39,2,1,44.23,1,0,0,0,0
46,1,1,113.8,1,0,0,0,1
55,1,1,57.18,1,0,0,0,1
93,2,0,55.85,1,0,0,0,1
50,2,1,48.14,1,0,0,0,0
83,2,0,30.06,1,0,0,0,0
125,2,1,25.02,0,1,0,0,0
38,2,0,90.39,1,0,0,0,1
68,2,0,37.24,1,0,0,0,1
35,1,1,47.74,0,1,0,0,0
30,1,0,44.43,1,0,0,0,0
51,2,1,68.57,1,0,0,0,1
51,1,0,31.67,1,0,0,0,0
38,2,1,90.39,1,0,0,0,1
80,2,1,52.44,1,0,0,0,1
90,3,1,38.09,1,0,0,0,0
30,1,0,40.43,0,1,0,0,0
50,2,0,36.88,1,0,0,0,0
42,1,0,56.5,0,0,1,0,1
85,3,2,39.85,0,0,1,0,0
34,1,1,112.65,0,0,0,1,1
40,1,0,34.75,1,0,0,0,0
40,2,0,43.05,1,0,0,0,0
104,2,2,34.39,0,1,0,0,0
32,1,1,61.0,1,0,0,0,1
100,2,1,28.59,1,0,0,0,0
41,2,1,79.17,1,0,0,0,1
44,2,1,45.89,1,0,0,0,0
100,2,1,58.52,0,0,1,0,1
109,2,2,18.17,0,1,0,0,0
67,2,2,56.06,1,0,0,0,0
50,2,0,40.98,1,0,0,0,0
120,2,1,30.08,0,1,0,0,0
49,2,1,53.55,1,0,0,0,1
30,1,0,53.6,1,0,0,0,1
80,2,2,33.67,0,1,0,0,0
72,3,1,33.68,1,0,0,0,0
75,3,1,44.27,1,0,0,0,1
92,3,1,24.92,1,0,0,0,0
69,3,1,26.72,1,0,0,0,0
30,1,0,56.5,1,0,0,0,1
120,2,1,40.13,0,1,0,0,0
34,2,0,66.41,1,0,0,0,0
40,2,1,62.52,1,0,0,0,0
62,1,0,50.26,1,0,0,0,0
36,2,1,62.31,1,0,0,0,1
35,1,0,53.4,0,0,0,1,1
90,3,1,46.2,1,0,0,0,1
40,2,0,45.2,1,0,0,0,0
37,1,0,34.41,0,0,0,1,0
50,2,1,40.18,1,0,0,0,0
42,1,1,26.0,0,1,0,0,0
70,3,1,40.79,0,1,0,0,0
35,1,1,41.09,0,1,0,0,0
36,1,0,52.83,0,0,0,1,1
55,2,0,23.69,0,1,0,0,0
67,3,1,61.91,1,0,0,0,1
47,1,1,109.89,1,0,0,0,1
80,2,1,23.52,0,1,0,0,0
61,3,1,45.7,1,0,0,0,0
40,2,0,70.85,1,0,0,0,1
62,2,1,60.48,1,0,0,0,0
85,2,2,63.98,1,0,0,0,1
55,2,1,56.33,1,0,0,0,1
58,2,0,55.05,1,0,0,0,1
45,1,1,54.82,1,0,0,0,1
42,1,1,79.76,1,0,0,0,1
85,3,2,50.51,1,0,0,0,1
50,2,1,47.06,1,0,0,0,1
70,3,1,47.37,1,0,0,0,0
35,1,0,36.8,0,0,0,1,0
