area,bedrooms,garage,cost/m²,type_Apartamento,type_Casa,type_Casa em condomínio,type_Studio e kitnet,valor_regiao
80,1,0,49.79,1,0,0,0,1
45,2,1,41.18,1,0,0,0,0
62,3,1,51.5,1,0,0,0,1
37,2,0,47.57,1,0,0,0,0
150,3,2,31.38,0,1,0,0,0
125,2,2,29.18,0,1,0,0,0
60,2,0,21.18,0,1,0,0,0
70,2,0,22.7,0,1,0,0,0
69,2,1,47.77,1,0,0,0,0
45,2,0,34.09,1,0,0,0,0
80,2,1,39.98,1,0,0,0,1
60,1,0,63.27,1,0,0,0,1
55,2,1,105.53,1,0,0,0,2
35,1,0,38.26,0,1,0,0,0
51,2,1,63.45,1,0,0,0,1
53,2,1,54.42,1,0,0,0,1
40,1,1,54.88,1,0,0,0,1
63,2,2,59.89,1,0,0,0,1
49,2,1,52.02,1,0,0,0,1
49,1,1,93.65,1,0,0,0,1
65,3,1,46.22,1,0,0,0,0
40,2,0,46.72,1,0,0,0,0
45,2,1,44.38,1,0,0,0,0
40,2,0,43.0,1,0,0,0,0
69,2,1,97.81,1,0,0,0,1
45,1,0,27.58,0,1,0,0,0
49,2,1,56.98,1,0,0,0,0
51,2,1,66.41,1,0,0,0,1
49,1,0,30.39,0,0,0,1,1
97,3,2,44.23,1,0,0,0,0
45,2,0,59.64,1,0,0,0,1
74,1,1,100.43,1,0,0,0,1
42,2,1,45.29,1,0,0,0,0
44,2,1,54.5,1,0,0,0,1
48,2,1,37.65,1,0,0,0,0
50,1,0,20.84,0,1,0,0,0
40,1,0,30.55,0,0,0,1,0
50,1,0,44.5,1,0,0,0,0
68,3,1,44.59,1,0,0,0,0
70,2,1,76.96,1,0,0,0,1
40,2,1,46.25,1,0,0,0,0
40,2,1,26.05,0,1,0,0,0
70,1,2,59.64,1,0,0,0,1
70,3,1,73.76,1,0,0,0,1
66,2,1,48.79,0,1,0,0,0
45,2,1,45.78,1,0,0,0,0
56,1,0,27.02,1,0,0,0,1
35,2,1,66.57,1,0,0,0,1
39,2,0,52.79,1,0,0,0,1
72,2,0,29.14,1,0,0,0,0
32,2,1,69.28,1,0,0,0,1
46,2,1,51.5,1,0,0,0,1
39,1,0,67.97,0,0,0,1,1
50,2,0,87.92,1,0,0,0,1
42,2,0,53.05,1,0,0,0,1
52,1,2,111.92,1,0,0,0,2
60,2,2,103.87,1,0,0,0,3
31,1,0,127.55,1,0,0,0,2
62,2,1,31.71,1,0,0,0,0
35,1,0,101.4,0,0,0,1,1
34,1,0,45.65,0,0,0,1,0
70,2,1,99.47,1,0,0,0,2
68,3,1,58.29,1,0,0,0,1
50,2,1,59.68,1,0,0,0,1
70,2,1,22.96,1,0,0,0,0
76,2,2,58.01,1,0,0,0,1
56,1,1,37.39,1,0,0,0,1
70,2,1,54.33,1,0,0,0,1
60,2,1,42.77,1,0,0,0,0
67,1,1,110.31,1,0,0,0,2
64,2,1,77.94,1,0,0,0,1
55,2,1,69.75,1,0,0,0,1
42,2,0,49.86,1,0,0,0,1
49,1,1,65.82,1,0,0,0,2
39,2,0,51.26,1,0,0,0,1
60,1,0,24.33,0,1,0,0,0
33,1,1,128.09,0,0,0,1,2
43,1,1,50.86,1,0,0,0,1
42,1,0,46.43,1,0,0,0,0
82,2,1,36.71,1,0,0,0,0
50,2,1,51.62,1,0,0,0,0
116,3,1,35.95,0,1,0,0,0
65,1,1,104.6,1,0,0,0,1
56,1,1,131.2,1,0,0,0,1
81,3,2,52.69,1,0,0,0,1
31,1,1,128.48,0,0,0,1,2
45,2,0,42.42,1,0,0,0,0
54,2,1,49.48,1,0,0,0,0
90,3,2,74.91,1,0,0,0,1
56,2,1,124.38,1,0,0,0,2
62,3,2,58.1,1,0,0,0,1
55,2,0,56.98,1,0,0,0,1
45,1,1,108.91,0,0,0,1,1
45,2,1,46.56,1,0,0,0,0
80,3,1,41.82,1,0,0,0,1
49,2,1,40.63,1,0,0,0,0
54,2,1,58.74,1,0,0,0,0
71,2,1,99.66,1,0,0,0,1
73,3,2,46.44,1,0,0,0,0
40,2,0,46.75,1,0,0,0,0
90,3,1,54.12,1,0,0,0,2
70,2,1,91.04,1,0,0,0,1
34,1,1,164.18,0,0,0,1,3
82,2,2,53.37,1,0,0,0,1
30,1,0,69.73,1,0,0,0,1
41,1,1,116.1,1,0,0,0,2
51,2,1,73.71,1,0,0,0,1
39,1,1,53.44,1,0,0,0,0
59,2,1,70.0,1,0,0,0,1
38,1,0,48.29,0,1,0,0,0
80,3,1,52.79,1,0,0,0,1
127,3,2,55.79,1,0,0,0,1
42,1,1,102.93,1,0,0,0,2
35,1,1,174.86,1,0,0,0,1
50,1,1,91.7,1,0,0,0,1
50,2,0,20.84,0,1,0,0,0
108,2,1,48.56,1,0,0,0,0
70,2,1,80.01,1,0,0,0,1
80,2,0,15.22,0,1,0,0,0
60,2,1,103.13,1,0,0,0,2
126,2,0,20.8,0,1,0,0,0
82,3,0,33.01,1,0,0,0,0
46,2,1,110.13,1,0,0,0,1
42,2,1,113.6,1,0,0,0,2
68,2,2,114.13,1,0,0,0,2
80,1,1,99.25,1,0,0,0,1
74,2,2,59.49,1,0,0,0,1
45,2,1,110.56,1,0,0,0,3
73,3,1,70.73,1,0,0,0,1
37,1,1,176.43,1,0,0,0,4
44,1,1,79.64,1,0,0,0,1
38,1,0,91.5,1,0,0,0,2
37,1,1,120.32,1,0,0,0,2
41,1,1,159.41,1,0,0,0,2
35,1,1,115.69,0,0,0,1,2
40,1,0,64.9,1,0,0,0,1
35,1,0,58.0,1,0,0,0,1
30,1,1,200.03,1,0,0,0,3
42,1,1,139.05,1,0,0,0,3
120,2,1,23.31,0,1,0,0,0
80,2,0,28.84,0,1,0,0,0
50,1,1,82.62,1,0,0,0,1
104,2,2,29.98,0,1,0,0,0
60,2,0,46.65,1,0,0,0,1
40,1,1,98.42,1,0,0,0,2
70,2,0,31.67,1,0,0,0,0
63,2,0,32.44,1,0,0,0,0
88,2,0,40.45,1,0,0,0,1
70,1,0,16.74,0,1,0,0,0
38,1,0,66.26,1,0,0,0,1
38,1,0,40.45,1,0,0,0,0
50,2,1,39.24,1,0,0,0,0
68,1,1,30.91,0,0,0,1,0
80,2,0,34.02,0,1,0,0,0
40,1,0,34.52,1,0,0,0,0
140,3,1,20.24,1,0,0,0,0
90,2,1,19.03,0,1,0,0,0
120,2,2,17.8,0,1,0,0,0
43,2,1,33.81,1,0,0,0,0
72,1,0,24.14,1,0,0,0,0
84,2,1,68.61,1,0,0,0,1
120,2,2,36.04,0,0,1,0,0
35,1,0,48.71,1,0,0,0,0
36,1,0,55.17,1,0,0,0,0
45,1,0,30.02,0,1,0,0,0
45,1,0,24.13,0,1,0,0,0
35,1,0,38.94,1,0,0,0,0
65,1,0,34.86,1,0,0,0,0
80,2,0,20.58,0,1,0,0,0
120,2,1,32.21,0,1,0,0,1
54,1,0,31.07,1,0,0,0,0
35,1,0,43.43,1,0,0,0,0
47,2,1,33.3,1,0,0,0,0
49,2,0,42.67,1,0,0,0,1
35,1,0,83.51,0,0,0,1,1
70,2,0,45.96,1,0,0,0,1
60,2,0,23.55,0,1,0,0,0
42,1,0,50.5,1,0,0,0,1
70,2,0,20.43,1,0,0,0,0
150,2,2,30.17,0,1,0,0,0
121,3,0,39.45,1,0,0,0,1
82,3,2,54.91,1,0,0,0,0
60,2,0,28.67,0,1,0,0,0
120,2,0,16.59,0,1,0,0,0
150,2,0,16.82,0,1,0,0,0
82,2,2,45.96,0,0,1,0,0
37,2,0,56.46,1,0,0,0,1
55,2,1,67.42,1,0,0,0,1
36,1,0,82.81,0,0,0,1,1
60,2,1,26.47,0,1,0,0,0
39,2,0,64.38,1,0,0,0,1
47,1,1,60.19,1,0,0,0,1
52,2,0,47.25,1,0,0,0,1
70,2,1,21.8,0,1,0,0,0
80,3,0,28.56,0,1,0,0,0
50,2,1,44.18,1,0,0,0,0
64,1,0,19.8,0,1,0,0,0
50,2,1,57.24,1,0,0,0,1
126,3,0,25.08,1,0,0,0,0
70,2,0,29.66,1,0,0,0,0
70,2,0,32.36,0,1,0,0,0
59,2,1,46.64,1,0,0,0,0
50,2,1,51.42,1,0,0,0,1
40,1,0,41.68,1,0,0,0,0
38,1,0,26.47,1,0,0,0,0
60,3,1,36.73,1,0,0,0,0
49,2,1,45.41,1,0,0,0,0
30,1,0,40.67,0,1,0,0,1
150,3,2,26.41,0,1,0,0,0
70,3,0,27.01,0,1,0,0,0
50,1,0,26.68,0,1,0,0,0
65,2,1,48.29,1,0,0,0,0
110,3,0,14.12,0,1,0,0,0
90,2,1,50.2,0,1,0,0,1
35,1,0,53.17,1,0,0,0,0
80,3,2,38.64,0,1,0,0,0
97,2,2,33.88,0,1,0,0,0
95,3,2,43.83,1,0,0,0,0
52,2,1,35.29,1,0,0,0,0
39,1,0,71.21,0,0,0,1,1
74,1,0,22.54,0,1,0,0,0
59,2,1,43.66,1,0,0,0,0
51,2,0,47.67,1,0,0,0,0
70,2,1,28.0,0,1,0,0,0
98,3,2,42.51,0,1,0,0,0
36,1,0,104.86,0,0,0,1,1
55,2,1,49.04,1,0,0,0,0
57,1,0,31.65,1,0,0,0,0
38,2,0,40.13,1,0,0,0,0
45,1,1,29.91,0,0,1,0,0
45,1,0,32.36,0,0,0,1,0
38,2,0,52.89,1,0,0,0,1
47,2,1,36.81,1,0,0,0,0
37,2,0,70.81,1,0,0,0,1
60,1,0,29.52,0,1,0,0,0
40,2,0,42.75,1,0,0,0,0
79,2,1,25.87,0,1,0,0,0
86,3,2,27.88,0,1,0,0,0
51,2,1,83.41,1,0,0,0,1
45,1,0,70.16,0,0,0,1,1
75,2,1,24.32,0,1,0,0,0
69,2,1,81.48,1,0,0,0,2
42,2,1,38.5,1,0,0,0,0
70,2,0,27.06,0,1,0,0,0
40,1,0,25.32,0,1,0,0,0
72,2,2,80.54,1,0,0,0,1
70,2,0,46.93,0,1,0,0,0
74,2,1,63.54,1,0,0,0,1
44,2,0,46.93,1,0,0,0,1
49,1,0,105.27,1,0,0,0,1
50,1,1,93.86,1,0,0,0,2
30,1,0,88.13,0,0,0,1,1
48,2,1,49.52,1,0,0,0,0
70,2,1,40.44,0,1,0,0,0
50,2,1,89.1,1,0,0,0,1
81,3,1,54.25,1,0,0,0,0
30,1,0,44.47,0,0,0,1,0
43,1,0,61.07,1,0,0,0,0
50,1,1,36.48,0,1,0,0,0
30,1,0,38.9,0,1,0,0,0
89,3,2,44.0,1,0,0,0,0
35,1,0,38.06,1,0,0,0,0
30,1,0,34.6,0,0,0,1,0
50,2,1,32.12,1,0,0,0,0
45,1,0,62.93,1,0,0,0,1
30,1,0,57.87,0,1,0,0,1
38,1,0,57.68,1,0,0,0,1
60,1,0,19.12,0,1,0,0,0
43,2,1,50.19,1,0,0,0,1
40,1,0,34.33,1,0,0,0,0
60,2,1,50.45,1,0,0,0,1
35,2,0,52.94,1,0,0,0,1
80,2,2,45.16,0,1,0,0,0
47,1,0,63.98,0,0,0,1,1
40,2,0,51.3,1,0,0,0,1
50,1,0,39.92,0,0,1,0,0
84,1,2,66.06,1,0,0,0,1
85,3,1,28.26,0,1,0,0,0
129,3,2,40.98,1,0,0,0,0
80,2,0,39.11,0,1,0,0,0
50,2,1,55.52,1,0,0,0,1
70,2,1,31.03,0,1,0,0,0
40,1,0,36.0,0,1,0,0,0
38,1,1,75.24,1,0,0,0,1
79,2,1,31.96,1,0,0,0,0
39,2,0,76.74,1,0,0,0,1
50,1,0,47.78,1,0,0,0,0
46,1,0,45.5,1,0,0,0,1
110,4,2,33.02,0,1,0,0,0
70,2,1,44.2,1,0,0,0,0
34,1,0,58.0,1,0,0,0,1
54,3,1,33.22,1,0,0,0,0
70,2,0,21.74,0,1,0,0,0
42,2,1,52.31,1,0,0,0,1
62,1,0,28.98,1,0,0,0,0
34,1,0,67.18,1,0,0,0,1
44,1,0,33.86,1,0,0,0,0
80,2,1,33.83,0,1,0,0,0
38,2,0,90.84,1,0,0,0,1
79,3,2,58.15,1,0,0,0,0
72,2,1,69.76,1,0,0,0,1
80,2,1,28.1,0,1,0,0,0
75,3,1,36.48,1,0,0,0,1
45,1,1,42.89,0,1,0,0,0
68,2,1,52.18,1,0,0,0,1
41,1,0,52.22,1,0,0,0,1
96,2,2,81.2,1,0,0,0,1
40,1,0,31.28,0,1,0,0,0
40,1,0,45.72,0,0,0,1,1
50,1,0,44.76,1,0,0,0,0
67,2,1,40.0,1,0,0,0,0
45,2,1,38.31,1,0,0,0,0
57,1,1,28.35,0,1,0,0,0
40,1,1,31.28,0,1,0,0,0
52,1,0,98.85,1,0,0,0,2
31,1,0,56.26,1,0,0,0,1
56,2,1,68.46,1,0,0,0,1
65,2,1,40.42,1,0,0,0,0
84,2,0,58.1,1,0,0,0,1
55,2,1,59.71,1,0,0,0,1
70,2,1,61.93,1,0,0,0,1
37,2,0,95.03,1,0,0,0,1
40,1,0,41.32,1,0,0,0,0
42,1,1,72.07,1,0,0,0,1
68,3,1,38.5,1,0,0,0,0
45,1,0,38.73,0,1,0,0,1
40,1,0,34.4,0,1,0,0,0
75,2,2,27.43,1,0,0,0,0
54,2,1,56.3,1,0,0,0,0
55,2,1,58.29,1,0,0,0,0
53,2,1,67.92,1,0,0,0,1
41,1,1,53.51,1,0,0,0,1
40,2,0,94.85,1,0,0,0,1
48,1,0,96.75,1,0,0,0,2
41,1,1,121.2,1,0,0,0,2
30,1,0,44.73,1,0,0,0,0
30,1,0,56.53,0,0,0,1,1
44,2,1,49.93,1,0,0,0,0
54,2,1,58.57,1,0,0,0,1
100,3,2,38.13,0,0,1,0,0
42,2,1,64.43,1,0,0,0,1
77,3,2,50.78,1,0,0,0,1
44,2,0,60.84,1,0,0,0,1
38,2,0,66.16,1,0,0,0,1
90,2,2,45.82,1,0,0,0,0
42,1,0,101.86,0,0,0,1,1
99,3,2,66.39,1,0,0,0,1
60,1,0,44.32,0,1,0,0,0
59,2,1,69.0,1,0,0,0,1
86,3,2,37.16,0,0,1,0,0
90,1,1,82.91,1,0,0,0,1
46,2,0,46.54,1,0,0,0,0
54,2,1,44.76,1,0,0,0,1
80,3,1,46.32,1,0,0,0,0
35,1,0,30.26,0,1,0,0,0
30,1,0,113.87,1,0,0,0,2
55,2,1,49.64,1,0,0,0,0
49,2,1,41.37,1,0,0,0,0
55,2,1,37.53,0,0,1,0,0
45,1,1,87.64,1,0,0,0,2
42,2,1,57.86,1,0,0,0,1
33,1,0,54.12,1,0,0,0,1
42,2,1,38.33,1,0,0,0,0
53,2,1,51.81,1,0,0,0,0
34,1,0,100.47,0,0,0,1,2
56,2,1,61.86,1,0,0,0,1
39,2,0,43.79,1,0,0,0,0
62,1,2,60.32,0,0,0,1,1
50,1,0,25.96,0,1,0,0,0
78,3,1,51.12,1,0,0,0,1
42,1,1,78.14,0,0,0,1,1
80,3,0,50.0,1,0,0,0,1
100,2,1,66.02,1,0,0,0,1
82,3,1,59.95,1,0,0,0,1
53,1,1,90.3,1,0,0,0,1
34,1,0,34.15,0,1,0,0,0
92,3,0,55.21,1,0,0,0,1
35,1,1,188.17,1,0,0,0,2
56,2,1,56.89,1,0,0,0,1
65,2,1,86.32,1,0,0,0,1
41,1,1,107.49,0,0,0,1,1
66,3,2,64.65,1,0,0,0,1
60,3,0,45.57,1,0,0,0,0
32,1,0,56.59,1,0,0,0,1
43,2,0,73.91,1,0,0,0,1
40,2,0,65.47,1,0,0,0,0
120,3,2,29.54,0,1,0,0,0
36,1,1,117.56,0,0,0,1,2
50,2,1,50.02,1,0,0,0,1
52,2,1,56.37,0,1,0,0,1
80,1,2,93.46,1,0,0,0,1
38,2,0,77.45,1,0,0,0,1
71,3,2,84.75,1,0,0,0,1
80,3,1,52.19,1,0,0,0,1
66,2,1,86.76,1,0,0,0,2
30,1,1,158.67,1,0,0,0,2
35,1,1,204.23,1,0,0,0,4
40,2,0,116.62,1,0,0,0,2
85,3,2,53.19,1,0,0,0,1
40,2,0,94.62,1,0,0,0,1
105,3,2,40.43,1,0,0,0,0
115,3,1,35.56,1,0,0,0,0
85,2,1,52.15,1,0,0,0,1
80,2,2,83.35,1,0,0,0,1
46,2,1,55.04,1,0,0,0,1
115,3,2,42.05,0,1,0,0,0
50,1,1,108.32,1,0,0,0,2
30,1,0,66.1,1,0,0,0,1
48,2,1,130.15,1,0,0,0,1
42,2,1,65.48,1,0,0,0,1
42,2,1,63.74,1,0,0,0,0
35,2,0,108.14,1,0,0,0,1
65,2,1,49.6,1,0,0,0,1
55,2,1,37.73,1,0,0,0,0
42,1,0,125.33,1,0,0,0,2
86,2,1,81.14,1,0,0,0,2
40,1,1,77.53,0,0,0,1,1
30,1,0,172.53,0,0,0,1,3
55,1,1,102.24,1,0,0,0,2
50,2,1,104.42,1,0,0,0,2
90,2,1,37.83,1,0,0,0,0
89,2,1,36.18,1,0,0,0,0
138,3,2,46.62,0,1,0,0,0
31,1,0,170.45,0,0,0,1,1
100,3,1,64.43,1,0,0,0,1
31,1,1,147.97,0,0,0,1,2
85,2,1,53.79,1,0,0,0,1
103,3,1,60.45,1,0,0,0,1
30,1,1,211.77,0,0,0,1,2
30,1,1,184.5,0,0,0,1,2
110,3,1,25.27,0,1,0,0,0
69,2,1,52.23,1,0,0,0,0
70,2,0,44.03,1,0,0,0,1
150,2,1,24.72,0,1,0,0,0
45,1,1,122.56,1,0,0,0,2
80,2,2,67.54,1,0,0,0,1
124,3,1,60.72,1,0,0,0,1
65,1,2,26.46,0,1,0,0,0
80,1,0,21.55,0,1,0,0,0
40,1,0,42.5,0,0,0,1,0
38,2,1,58.53,1,0,0,0,1
60,1,0,24.25,0,0,0,1,0
60,2,1,24.65,1,0,0,0,0
80,2,0,20.2,0,0,1,0,0
53,2,0,37.79,1,0,0,0,0
60,1,1,44.52,0,1,0,0,1
50,2,1,31.18,1,0,0,0,0
50,1,0,34.9,0,1,0,0,0
36,1,0,66.69,1,0,0,0,0
45,1,1,54.16,1,0,0,0,1
73,2,0,33.14,1,0,0,0,0
50,1,0,31.2,1,0,0,0,1
70,1,1,21.43,0,1,0,0,0
52,1,1,26.87,0,1,0,0,0
70,1,1,25.57,1,0,0,0,0
60,1,0,18.52,0,1,0,0,0
130,2,1,23.12,1,0,0,0,0
40,2,0,39.55,1,0,0,0,0
50,1,1,56.28,1,0,0,0,0
35,1,0,75.43,1,0,0,0,1
50,1,0,42.36,0,0,0,1,1
75,1,1,18.07,0,1,0,0,0
42,2,1,26.55,1,0,0,0,0
50,2,1,48.42,1,0,0,0,1
36,2,0,49.61,1,0,0,0,0
42,1,0,48.26,0,0,0,1,1
70,1,0,27.34,0,1,0,0,0
60,1,1,22.27,0,1,0,0,0
50,1,0,27.94,0,1,0,0,0
112,2,1,16.41,0,1,0,0,0
96,2,1,24.55,0,1,0,0,0
64,2,2,40.55,1,0,0,0,0
45,1,0,30.02,0,1,0,0,0
80,2,1,26.14,0,1,0,0,0
70,2,1,26.8,0,1,0,0,0
52,2,0,43.79,1,0,0,0,1
80,2,0,16.2,0,1,0,0,0
50,2,0,27.9,1,0,0,0,0
50,2,1,28.14,0,1,0,0,0
77,2,2,69.79,1,0,0,0,1
34,1,0,44.94,0,0,0,1,1
115,3,2,35.29,0,0,1,0,0
150,2,1,12.45,0,1,0,0,0
39,1,0,66.23,0,0,0,1,1
40,1,1,48.85,1,0,0,0,0
60,2,1,43.53,1,0,0,0,0
53,2,0,29.19,1,0,0,0,0
48,1,0,63.17,1,0,0,0,1
31,1,0,84.97,1,0,0,0,0
96,3,2,48.39,1,0,0,0,1
70,2,0,24.93,1,0,0,0,0
150,3,2,23.75,0,1,0,0,0
50,2,1,41.62,0,0,1,0,0
65,1,0,17.45,0,1,0,0,0
131,3,2,31.39,0,1,0,0,0
106,2,1,53.72,1,0,0,0,1
47,2,1,66.51,1,0,0,0,1
42,2,0,40.0,1,0,0,0,0
100,3,0,38.14,1,0,0,0,0
57,1,0,43.54,1,0,0,0,0
35,1,0,45.46,0,0,1,0,0
50,1,0,45.88,0,0,1,0,1
140,2,0,11.88,0,1,0,0,0
55,2,1,29.0,1,0,0,0,0
65,1,0,17.85,0,1,0,0,0
58,1,0,46.22,1,0,0,0,0
72,2,0,42.32,0,1,0,0,0
46,2,0,24.96,1,0,0,0,0
60,1,0,26.65,0,1,0,0,0
36,2,0,67.72,1,0,0,0,1
85,2,1,25.52,0,1,0,0,0
54,2,0,33.41,1,0,0,0,0
35,1,0,102.69,1,0,0,0,1
72,1,0,38.44,1,0,0,0,1
53,2,1,33.19,1,0,0,0,0
54,2,0,34.56,1,0,0,0,0
30,1,0,75.63,1,0,0,0,1
38,1,0,34.5,0,0,0,1,0
60,2,1,32.72,1,0,0,0,0
50,2,1,48.06,1,0,0,0,0
65,2,1,42.52,1,0,0,0,0
68,1,0,26.07,0,1,0,0,0
47,2,1,46.57,1,0,0,0,0
30,1,0,106.47,0,0,0,1,1
60,2,1,45.03,1,0,0,0,0
80,3,0,31.84,1,0,0,0,0
65,2,1,53.22,1,0,0,0,1
35,2,0,63.91,1,0,0,0,1
50,1,0,24.26,0,1,0,0,0
50,1,0,23.98,0,1,0,0,0
78,2,1,37.55,1,0,0,0,1
58,3,1,41.48,1,0,0,0,0
66,3,1,40.38,1,0,0,0,0
120,2,0,19.98,0,1,0,0,0
72,2,1,39.32,0,1,0,0,0
60,1,1,29.33,0,1,0,0,0
55,2,1,72.07,1,0,0,0,1
55,2,1,44.69,1,0,0,0,0
47,2,1,70.55,1,0,0,0,1
50,1,0,24.54,0,1,0,0,0
44,1,0,37.25,0,0,0,1,1
56,2,1,55.02,1,0,0,0,0
40,1,0,45.3,1,0,0,0,0
106,2,2,31.68,1,0,0,0,0
87,3,2,43.17,1,0,0,0,1
60,2,0,36.48,0,1,0,0,0
86,2,2,83.66,1,0,0,0,1
69,2,2,104.39,1,0,0,0,2
50,2,1,52.54,1,0,0,0,1
75,2,1,37.29,1,0,0,0,0
40,1,0,37.38,0,1,0,0,0
52,1,0,35.04,1,0,0,0,0
34,1,0,47.74,0,0,0,1,1
70,2,2,50.94,1,0,0,0,1
54,2,1,37.0,1,0,0,0,0
42,1,0,61.43,1,0,0,0,1
80,2,0,26.25,0,1,0,0,0
68,2,1,33.94,1,0,0,0,0
40,1,2,83.6,0,1,0,0,1
80,2,0,69.89,1,0,0,0,1
48,2,1,42.27,1,0,0,0,0
63,3,1,36.4,1,0,0,0,1
30,1,0,34.43,1,0,0,0,0
42,1,0,71.5,1,0,0,0,1
60,1,0,26.05,0,1,0,0,0
50,1,1,27.02,0,0,1,0,0
35,1,0,32.43,0,0,0,1,0
83,2,1,24.98,1,0,0,0,0
36,2,0,64.81,1,0,0,0,1
55,2,0,38.62,1,0,0,0,0
50,1,1,20.84,0,1,0,0,0
61,2,2,59.48,1,0,0,0,1
30,1,0,120.0,1,0,0,0,1
35,1,1,112.29,1,0,0,0,1
50,2,1,42.98,1,0,0,0,0
58,2,2,57.47,1,0,0,0,1
50,1,0,35.76,0,1,0,0,0
130,3,2,30.74,0,1,0,0,0
40,1,0,25.7,0,1,0,0,0
49,2,0,46.31,1,0,0,0,0
34,0,0,45.97,0,0,0,1,1
112,2,0,18.58,0,1,0,0,0
50,2,0,34.4,1,0,0,0,0
70,2,0,18.27,0,1,0,0,0
49,1,1,78.04,1,0,0,0,1
50,1,0,33.42,1,0,0,0,0
72,3,1,55.39,1,0,0,0,1
64,2,1,46.53,0,0,1,0,0
88,2,0,34.78,1,0,0,0,0
38,2,1,54.84,1,0,0,0,0
30,1,0,56.67,1,0,0,0,1
99,3,2,35.23,0,1,0,0,0
86,3,1,30.31,1,0,0,0,0
100,1,1,26.86,0,1,0,0,0
42,1,0,79.64,0,0,0,1,1
70,3,0,49.63,1,0,0,0,0
50,1,0,24.8,0,1,0,0,0
60,2,2,85.65,1,0,0,0,1
36,1,0,50.69,1,0,0,0,0
38,1,0,62.87,1,0,0,0,1
55,2,0,35.6,1,0,0,0,0
95,3,2,40.2,1,0,0,0,0
89,3,2,38.09,1,0,0,0,1
70,1,1,38.5,1,0,0,0,1
40,2,1,40.55,1,0,0,0,0
133,2,1,31.32,0,1,0,0,0
46,1,1,95.87,1,0,0,0,1
58,1,2,65.55,1,0,0,0,1
40,2,1,50.7,1,0,0,0,0
50,2,1,33.92,1,0,0,0,0
48,2,1,54.27,1,0,0,0,1
65,3,2,40.89,1,0,0,0,0
80,2,0,24.88,0,1,0,0,0
53,1,0,46.77,1,0,0,0,1
60,2,1,38.4,1,0,0,0,0
70,3,0,18.17,0,0,1,0,0
30,1,0,39.27,0,1,0,0,0
97,2,1,26.79,0,1,0,0,0
50,2,1,79.54,1,0,0,0,1
54,2,1,50.74,1,0,0,0,1
34,1,0,69.18,1,0,0,0,1
90,2,1,28.73,0,1,0,0,0
35,1,1,74.2,1,0,0,0,1
60,1,0,23.38,0,1,0,0,0
44,1,0,58.16,1,0,0,0,1
50,2,1,35.4,1,0,0,0,0
36,1,0,77.42,1,0,0,0,1
67,2,2,49.97,1,0,0,0,1
55,2,1,66.24,1,0,0,0,1
80,3,1,39.7,0,1,0,0,0
45,2,1,60.38,1,0,0,0,1
46,2,0,78.17,1,0,0,0,1
50,1,1,23.58,0,1,0,0,0
97,3,2,45.87,1,0,0,0,0
50,2,2,62.96,1,0,0,0,1
36,1,1,93.11,1,0,0,0,2
50,1,1,61.16,1,0,0,0,0
91,3,1,46.97,1,0,0,0,2
50,1,1,70.86,1,0,0,0,2
41,1,0,46.1,1,0,0,0,1
75,2,0,50.81,1,0,0,0,1
100,2,0,16.68,0,1,0,0,0
80,2,1,24.1,0,1,0,0,0
115,3,2,25.91,0,1,0,0,0
63,3,2,44.87,1,0,0,0,0
70,2,1,59.36,0,1,0,0,1
72,3,1,32.11,1,0,0,0,0
36,1,1,135.56,0,0,0,1,2
70,1,0,32.47,1,0,0,0,1
70,1,2,90.04,1,0,0,0,2
72,2,2,48.25,1,0,0,0,0
82,2,2,46.16,1,0,0,0,0
42,1,2,83.45,1,0,0,0,1
48,2,1,72.12,1,0,0,0,1
42,2,0,53.55,1,0,0,0,1
49,2,1,34.18,1,0,0,0,0
30,1,1,57.47,0,0,0,1,1
45,1,1,42.16,1,0,0,0,0
45,2,0,58.71,1,0,0,0,1
35,1,0,56.17,1,0,0,0,0
43,2,1,68.28,1,0,0,0,0
59,1,1,24.25,1,0,0,0,0
30,1,0,42.8,1,0,0,0,0
39,2,0,57.1,1,0,0,0,0
64,2,2,94.77,1,0,0,0,1
32,1,0,145.66,0,0,0,1,2
50,2,0,44.92,1,0,0,0,0
48,1,1,56.31,1,0,0,0,1
38,2,1,49.82,1,0,0,0,0
63,2,1,49.67,1,0,0,0,0
100,3,1,25.84,0,1,0,0,0
80,2,1,23.72,0,1,0,0,0
44,2,1,52.66,1,0,0,0,0
40,1,0,27.4,0,1,0,0,0
49,2,1,50.08,1,0,0,0,0
59,2,1,60.27,1,0,0,0,1
45,1,1,67.76,1,0,0,0,1
83,2,2,86.51,1,0,0,0,1
39,2,0,53.56,1,0,0,0,0
110,3,1,53.72,0,1,0,0,1
63,3,1,55.98,1,0,0,0,1
70,2,1,51.66,1,0,0,0,1
48,1,0,118.6,1,0,0,0,2
80,3,0,13.02,0,1,0,0,0
42,1,0,60.62,1,0,0,0,1
116,3,2,40.87,0,1,0,0,0
85,3,1,58.82,1,0,0,0,1
84,3,1,55.73,1,0,0,0,1
42,1,1,78.5,1,0,0,0,1
116,2,2,54.78,0,1,0,0,1
49,2,1,74.45,1,0,0,0,1
95,3,1,48.24,1,0,0,0,1
30,1,0,56.93,0,0,0,1,1
76,2,1,31.61,1,0,0,0,0
47,2,1,120.06,1,0,0,0,1
37,1,0,75.51,0,0,0,1,1
98,3,0,23.91,1,0,0,0,0
